Species A	Species B	Landmark no	GO type	Scoring metric	Prediction method	kA	kB	Average score	Standard deviation
rat	human	500	molecular_function	auc	dsd-knn	50	-1	0.5771851174778295	0.008831523938146957
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	10	0.6189723911199616	0.008162194576095946
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	20	0.6469895936423339	0.009737213776435886
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	30	0.6683943194237905	0.005842522185975544
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	40	0.6827776885564342	0.007640348021022443
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	50	0.6928852379569632	0.006709926151306749
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	50	100	0.7353431291293822	0.005803390744331174
rat	human	500	molecular_function	f1max	dsd-knn	10	-1	0.03796787505490126	0.012407735772668316
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	10	0.12838114595880928	0.014314129494480746
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	20	0.16548448946970432	0.018713574614068387
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	30	0.1947802939470192	0.015344142229338664
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	40	0.2124284401867345	0.01357509146455575
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	50	0.2201601030678948	0.010263869773427131
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	10	100	0.23272677902660283	0.010003844171999756
rat	human	500	molecular_function	f1max	dsd-knn	20	-1	0.06500061071257708	0.016773475389258677
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	10	0.13498854198868157	0.015852935418258406
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	20	0.16712021031296181	0.01978740518097555
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	30	0.19504182086296307	0.013655774225717907
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	40	0.21270530394419587	0.013248409208638422
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	50	0.2201984658697424	0.00946858020492038
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	20	100	0.23418546644889227	0.009298584491007851
rat	human	500	molecular_function	f1max	dsd-knn	30	-1	0.08052973338043329	0.011850571835192534
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	10	0.1401268044211184	0.01286383071310254
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	20	0.16625525595813356	0.020852497593691
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	30	0.19364519241658396	0.013291007800753301
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	40	0.2111481824637742	0.013211722496723678
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	50	0.2191111003173798	0.009597052709890983
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	30	100	0.23454637080751217	0.009115077050360057
rat	human	500	molecular_function	f1max	dsd-knn	40	-1	0.09531793690295354	0.00911507546300016
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	10	0.14465315659072397	0.01389466224047395
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	20	0.1686813335053057	0.02093353205943637
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	30	0.19477503609001676	0.014895553950317478
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	40	0.21139570161650467	0.013342912771361012
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	50	0.21907922888557557	0.010077726282630864
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	40	100	0.23514722059697996	0.00800305193899477
rat	human	500	molecular_function	f1max	dsd-knn	50	-1	0.10803337455611572	0.006726709185714785
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	10	0.15079191080845591	0.012369739030048435
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	20	0.17378902353500164	0.01956665847939412
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	30	0.19722868124384646	0.014585437897081463
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	40	0.21266482353628674	0.013447170396139406
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	50	0.2206287402258021	0.009750254017643518
rat	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	100	0.2360278841025955	0.008502936050679774
rat	human	500	biological_process	top-1-acc	dsd-knn	10	-1	0.009133886058849317	0.0035819287887273407
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	10	0.03131985846834864	0.007624030902108707
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	20	0.04486437408558815	0.005100371971703703
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	30	0.05232711951643437	0.01055327915934704
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	40	0.05687585159756903	0.012496662565318284
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	50	0.07069843416910787	0.010373207258891825
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	100	0.07328169376701268	0.01567594159645478
rat	human	500	biological_process	top-1-acc	dsd-knn	20	-1	0.012923940039772836	0.005469930561410115
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	10	0.02879456487068279	0.008416320540338073
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	20	0.04678968253224071	0.006456538190284349
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	30	0.049761124221507747	0.007817191699950304
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	40	0.0581725261501686	0.011586730942765723
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	50	0.06838761876488056	0.008552227261926334
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	100	0.07814966660874514	0.01720211994406761
rat	human	500	biological_process	top-1-acc	dsd-knn	30	-1	0.016960060888632923	0.009993349398558582
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	10	0.034002804882411364	0.007878604616067913
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	20	0.048505244329798115	0.003681807431342479
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	30	0.053521105975477004	0.009546901255054927
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	40	0.05953885857486609	0.01623803959547331
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	50	0.07316897686333439	0.012233849477177365
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	100	0.07614571581837938	0.019813936732560447
rat	human	500	biological_process	top-1-acc	dsd-knn	40	-1	0.02119797635239782	0.008523425767128709
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	10	0.033707198459792566	0.007886031840527788
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	20	0.04887348698439468	0.00805140744993452
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	30	0.05454468534471133	0.011338691819876588
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	40	0.060288678452280677	0.016353458959284358
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	50	0.06879840505912553	0.012925518224744305
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	100	0.0763314167176308	0.01903252703074541
rat	human	500	biological_process	top-1-acc	dsd-knn	50	-1	0.02404896896501183	0.006228082495725559
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	10	0.034878949493690595	0.0054074413629439854
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	20	0.05077397014036833	0.008348729867602994
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	30	0.05344181264207605	0.0114667211945455
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	40	0.062268129446811406	0.017392927269747054
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	50	0.07065077214433155	0.013939168909428819
rat	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	100	0.07519060336854307	0.017780060548141113
rat	human	500	biological_process	aupr	dsd-knn	10	-1	0.003689804260732941	0.0013891188699126104
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	10	0.02116507733726613	0.0037587073096584343
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	20	0.023462810225328822	0.003472452485621164
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	30	0.023898078497338937	0.0019444280154906866
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	40	0.024310450999136958	0.002401350243594878
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	50	0.025714796160902977	0.002493014853705984
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	100	0.027437606741432807	0.002373765076282943
rat	human	500	biological_process	aupr	dsd-knn	20	-1	0.004972992125360358	0.001148484946630994
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	10	0.01603756923053686	0.0018625341638496716
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	20	0.019260778539593636	0.0025284268603531657
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	30	0.020657121204462135	0.0018925587601638788
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	40	0.022025507942127674	0.002243741910536689
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	50	0.02416708815443576	0.0024872294454087646
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	100	0.027215274201064583	0.0026575156850246
rat	human	500	biological_process	aupr	dsd-knn	30	-1	0.006192102194850158	0.0015588188743784928
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	10	0.014929377568482616	0.0010645491390280453
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	20	0.018228066243745327	0.0017558374186410295
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	30	0.01997638229826002	0.001527336444454338
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	40	0.02157027098211023	0.002365167172752689
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	50	0.023993936135046235	0.0025972733045284547
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	100	0.027049116206753692	0.0028126120545528014
rat	human	500	biological_process	aupr	dsd-knn	40	-1	0.0070148309240636265	0.0011817399210333412
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	10	0.013267839003770033	0.0014526899281551665
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	20	0.01646912765529807	0.0010869563006962197
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	30	0.018342817475792993	0.0010124343120875286
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	40	0.020249311123077453	0.001832802804151442
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	50	0.022682338389884295	0.002211984356586065
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	100	0.026639865507758285	0.002747031837796002
rat	human	500	biological_process	aupr	dsd-knn	50	-1	0.007172733304977169	0.0008189375303263097
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	10	0.012314519107118154	0.0013791114162360258
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	20	0.015792590687657863	0.0012915486877373558
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	30	0.017445106963981015	0.0009167590503269818
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	40	0.019646032135788923	0.001832174289948716
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	50	0.022173944606155592	0.002267030999243397
rat	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	100	0.026297468818360693	0.002905774372115034
rat	human	500	biological_process	auc	dsd-knn	10	-1	0.3844212177006763	0.022083417511305877
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	10	0.5386057523608466	0.005668690381832291
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	20	0.5550721964282759	0.008098949884712884
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	30	0.5704667098647342	0.00972907431913282
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	40	0.5850550050404845	0.012773771701196951
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	50	0.5969407359155825	0.01243259180646888
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	100	0.6377395357330257	0.012334646635326105
rat	human	500	biological_process	auc	dsd-knn	20	-1	0.4800953970389979	0.014365383982678186
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	10	0.5429841567695519	0.0068652468653588854
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	20	0.5583372647399413	0.00918979985239794
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	30	0.5733342625029415	0.0105698035446829
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	40	0.5874211660347562	0.013463148081240033
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	50	0.5992206795510603	0.013417626244550269
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	100	0.6391153318627282	0.013049213939835935
rat	human	500	biological_process	auc	dsd-knn	30	-1	0.5124683292233906	0.003474451370936066
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	10	0.5461987489976549	0.006147740412966922
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	20	0.5605439267857248	0.00859242695754193
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	30	0.5749156942618534	0.010002190907818996
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	40	0.5888326524997968	0.012803325742544147
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	50	0.6003746819664861	0.012690696176422685
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	100	0.6395440051045684	0.013106718993271304
rat	human	500	biological_process	auc	dsd-knn	40	-1	0.5209880476115817	0.002445364350912185
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	10	0.5495152455748127	0.004282185100478106
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	20	0.563080318072495	0.00654270816158289
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	30	0.5768640483769436	0.008296536910240479
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	40	0.5905407034887091	0.011096355721795697
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	50	0.6019308602480751	0.011081397674432133
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	100	0.6404213921748025	0.012240063853123009
rat	human	500	biological_process	auc	dsd-knn	50	-1	0.5256981623852619	0.0021560425209746566
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	10	0.5535721064174386	0.003894910476392955
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	20	0.5664230284664565	0.006388016849199853
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	30	0.5798202440039109	0.00822907798474673
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	40	0.5933975618135839	0.010863031168695933
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	50	0.6040723063307455	0.01110005183949324
rat	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	100	0.6418718311949039	0.012288025313030177
rat	human	500	biological_process	f1max	dsd-knn	10	-1	0.011052801347241074	0.0025978484372152382
rat	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	10	0.04692646186513815	0.006186270039980407
rat	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	20	0.05637791019958387	0.007111346283121042
rat	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	30	0.06257922055390688	0.005068321075433174
rat	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	40	0.06698519084688984	0.004843487142400858
rat	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	50	0.07092051576442332	0.004259355096974659
rat	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	100	0.07571860640646473	0.004679111013175051
rat	human	500	biological_process	f1max	dsd-knn	20	-1	0.017232530210478054	0.002746736291466412
rat	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	10	0.04417236293966727	0.004017928089784234
rat	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	20	0.05288312943511277	0.005005616678250939
